amount,attemptCount,failureReason,priority,recommendedAction,recovered
3678.06,3,UNKNOWN,CRITICAL,WAIT_AND_RETRY,1
19526.84,2,DECLINED,LOW,STOP,0
2681.82,4,UNKNOWN,CRITICAL,WAIT_AND_RETRY,1
7826.41,4,NETWORK_ERROR,HIGH,WAIT_AND_RETRY,1
926.45,4,TIMEOUT,CRITICAL,WAIT_AND_RETRY,1
2672.39,5,NETWORK_ERROR,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
12514.5,5,NETWORK_ERROR,LOW,SEND_REMINDER,0
11888.07,2,NETWORK_ERROR,MEDIUM,WAIT_AND_RETRY,1
2791.59,5,INSUFFICIENT_FUNDS,HIGH,SEND_REMINDER,0
15371.11,4,INSUFFICIENT_FUNDS,CRITICAL,STOP,0
17163.62,5,TIMEOUT,CRITICAL,WAIT_AND_RETRY,1
14360.5,4,NETWORK_ERROR,MEDIUM,ESCALATE_TO_HUMAN,1
16313.08,4,INSUFFICIENT_FUNDS,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
19631.5,5,TIMEOUT,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
11181.05,5,INSUFFICIENT_FUNDS,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
1902.2,5,NETWORK_ERROR,LOW,STOP,0
7022.43,3,UNKNOWN,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
16920.84,3,DECLINED,CRITICAL,SEND_REMINDER,0
11982.65,3,TIMEOUT,LOW,ESCALATE_TO_HUMAN,1
1141.43,4,DECLINED,LOW,SEND_REMINDER,0
8226.94,4,TIMEOUT,HIGH,STOP,0
9008.13,3,DECLINED,MEDIUM,ESCALATE_TO_HUMAN,0
8181.49,2,TIMEOUT,HIGH,WAIT_AND_RETRY,1
7366.8,1,INSUFFICIENT_FUNDS,MEDIUM,WAIT_AND_RETRY,1
4684.95,1,DECLINED,CRITICAL,WAIT_AND_RETRY,1
1173.97,5,DECLINED,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
5187.64,1,TIMEOUT,MEDIUM,STOP,1
8902.52,3,NETWORK_ERROR,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
7370.8,1,INSUFFICIENT_FUNDS,CRITICAL,STOP,1
14481.37,1,UNKNOWN,LOW,STOP,0
10677.19,4,INSUFFICIENT_FUNDS,CRITICAL,STOP,0
6668.94,1,UNKNOWN,MEDIUM,SEND_REMINDER,0
14298.31,4,INSUFFICIENT_FUNDS,CRITICAL,ESCALATE_TO_HUMAN,0
237.62,4,NETWORK_ERROR,MEDIUM,SEND_REMINDER,0
13911.89,4,NETWORK_ERROR,HIGH,SEND_REMINDER,0
16133.64,1,UNKNOWN,MEDIUM,SEND_REMINDER,1
7261.63,4,TIMEOUT,MEDIUM,SEND_REMINDER,0
2958.76,5,DECLINED,MEDIUM,SEND_REMINDER,0
19966.0,4,INSUFFICIENT_FUNDS,HIGH,WAIT_AND_RETRY,1
11257.35,2,INSUFFICIENT_FUNDS,MEDIUM,SEND_REMINDER,0
18701.95,4,DECLINED,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
9520.62,2,UNKNOWN,MEDIUM,SEND_REMINDER,0
17362.58,2,NETWORK_ERROR,MEDIUM,SEND_REMINDER,1
531.65,1,INSUFFICIENT_FUNDS,LOW,WAIT_AND_RETRY,1
3859.09,2,UNKNOWN,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
19234.39,4,NETWORK_ERROR,MEDIUM,STOP,1
13486.09,3,INSUFFICIENT_FUNDS,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
13831.87,2,DECLINED,LOW,ESCALATE_TO_HUMAN,0
11411.04,5,UNKNOWN,LOW,SEND_REMINDER,0
4500.63,1,NETWORK_ERROR,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
4347.54,2,TIMEOUT,CRITICAL,SEND_REMINDER,0
9905.99,4,DECLINED,MEDIUM,SEND_REMINDER,0
8341.93,5,NETWORK_ERROR,CRITICAL,ESCALATE_TO_HUMAN,0
14629.25,1,DECLINED,LOW,SEND_REMINDER,0
1141.96,4,NETWORK_ERROR,HIGH,STOP,0
12515.71,3,TIMEOUT,HIGH,WAIT_AND_RETRY,1
848.11,4,INSUFFICIENT_FUNDS,LOW,SEND_REMINDER,0
5477.95,4,DECLINED,HIGH,STOP,0
9123.52,2,INSUFFICIENT_FUNDS,LOW,ESCALATE_TO_HUMAN,0
374.49,1,TIMEOUT,CRITICAL,SEND_REMINDER,0
13280.96,3,DECLINED,HIGH,ESCALATE_TO_HUMAN,0
5726.22,4,INSUFFICIENT_FUNDS,HIGH,STOP,0
11765.34,1,UNKNOWN,MEDIUM,STOP,0
11457.58,4,UNKNOWN,HIGH,STOP,0
5227.98,5,DECLINED,LOW,STOP,0
17786.01,3,NETWORK_ERROR,HIGH,STOP,0
13270.59,2,DECLINED,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
2722.58,2,UNKNOWN,HIGH,ESCALATE_TO_HUMAN,1
2106.8,5,UNKNOWN,LOW,WAIT_AND_RETRY,0
5837.5,3,TIMEOUT,HIGH,WAIT_AND_RETRY,1
1557.36,4,DECLINED,MEDIUM,SEND_REMINDER,0
16350.75,5,INSUFFICIENT_FUNDS,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
17801.12,2,INSUFFICIENT_FUNDS,CRITICAL,ESCALATE_TO_HUMAN,0
13952.06,1,UNKNOWN,MEDIUM,SEND_REMINDER,1
10564.61,5,DECLINED,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
19453.37,3,NETWORK_ERROR,CRITICAL,STOP,1
13980.82,2,INSUFFICIENT_FUNDS,HIGH,ESCALATE_TO_HUMAN,1
14977.11,5,UNKNOWN,HIGH,ESCALATE_TO_HUMAN,1
13621.02,5,DECLINED,CRITICAL,STOP,0
15523.38,4,TIMEOUT,MEDIUM,WAIT_AND_RETRY,0
17175.79,4,TIMEOUT,MEDIUM,ESCALATE_TO_HUMAN,0
1108.84,5,NETWORK_ERROR,MEDIUM,ESCALATE_TO_HUMAN,1
8075.44,1,NETWORK_ERROR,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
6441.25,4,UNKNOWN,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
13343.64,5,DECLINED,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
7233.63,4,INSUFFICIENT_FUNDS,LOW,SEND_REMINDER,1
8675.97,1,NETWORK_ERROR,LOW,ESCALATE_TO_HUMAN,1
6817.81,4,UNKNOWN,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
7212.52,4,DECLINED,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
3162.73,3,INSUFFICIENT_FUNDS,HIGH,WAIT_AND_RETRY,0
11815.7,4,INSUFFICIENT_FUNDS,LOW,SEND_REMINDER,0
16680.44,2,UNKNOWN,CRITICAL,STOP,0
438.07,2,INSUFFICIENT_FUNDS,CRITICAL,WAIT_AND_RETRY,0
9107.44,2,DECLINED,MEDIUM,WAIT_AND_RETRY,0
6036.15,3,TIMEOUT,MEDIUM,STOP,0
1309.19,1,INSUFFICIENT_FUNDS,LOW,STOP,0
10740.01,1,UNKNOWN,HIGH,WAIT_AND_RETRY,1
13392.67,1,UNKNOWN,CRITICAL,WAIT_AND_RETRY,0
9565.04,4,UNKNOWN,CRITICAL,SEND_REMINDER,0
6799.04,2,UNKNOWN,HIGH,WAIT_AND_RETRY,1
7845.89,3,UNKNOWN,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
940.52,2,INSUFFICIENT_FUNDS,CRITICAL,ESCALATE_TO_HUMAN,1
10237.84,1,UNKNOWN,HIGH,ESCALATE_TO_HUMAN,0
19071.48,5,INSUFFICIENT_FUNDS,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
12595.95,5,NETWORK_ERROR,MEDIUM,ESCALATE_TO_HUMAN,1
14372.82,3,INSUFFICIENT_FUNDS,MEDIUM,WAIT_AND_RETRY,0
19391.99,3,UNKNOWN,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
12249.43,1,DECLINED,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
4624.42,5,DECLINED,CRITICAL,ESCALATE_TO_HUMAN,0
8792.05,3,UNKNOWN,HIGH,WAIT_AND_RETRY,0
1427.2,4,INSUFFICIENT_FUNDS,MEDIUM,SEND_REMINDER,1
10487.45,2,UNKNOWN,HIGH,STOP,0
13956.99,3,NETWORK_ERROR,CRITICAL,SEND_REMINDER,1
15352.42,2,DECLINED,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
7597.2,5,INSUFFICIENT_FUNDS,MEDIUM,ESCALATE_TO_HUMAN,0
9663.25,5,TIMEOUT,LOW,ESCALATE_TO_HUMAN,1
149.51,4,TIMEOUT,MEDIUM,WAIT_AND_RETRY,1
19636.35,5,NETWORK_ERROR,CRITICAL,STOP,0
5968.53,2,DECLINED,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
8344.96,5,UNKNOWN,LOW,ESCALATE_TO_HUMAN,0
4787.77,4,TIMEOUT,MEDIUM,ESCALATE_TO_HUMAN,1
12531.01,5,NETWORK_ERROR,MEDIUM,SEND_REMINDER,1
13618.26,5,NETWORK_ERROR,LOW,ESCALATE_TO_HUMAN,1
5527.38,5,DECLINED,LOW,STOP,0
9373.71,4,UNKNOWN,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
15842.13,4,DECLINED,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
10544.14,5,UNKNOWN,LOW,ESCALATE_TO_HUMAN,0
9309.1,1,INSUFFICIENT_FUNDS,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
1255.75,5,INSUFFICIENT_FUNDS,HIGH,STOP,0
15265.9,4,TIMEOUT,CRITICAL,STOP,0
5345.13,5,DECLINED,CRITICAL,SEND_REMINDER,0
17238.77,1,DECLINED,CRITICAL,WAIT_AND_RETRY,1
11914.19,1,TIMEOUT,LOW,STOP,1
17009.52,1,UNKNOWN,LOW,SEND_REMINDER,0
12976.11,5,UNKNOWN,CRITICAL,WAIT_AND_RETRY,0
2762.92,1,DECLINED,LOW,ESCALATE_TO_HUMAN,1
15232.46,5,NETWORK_ERROR,LOW,WAIT_AND_RETRY,1
2725.91,4,TIMEOUT,MEDIUM,ESCALATE_TO_HUMAN,0
17879.96,2,INSUFFICIENT_FUNDS,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
9137.02,1,TIMEOUT,HIGH,WAIT_AND_RETRY,1
6625.28,5,UNKNOWN,CRITICAL,STOP,0
17314.12,2,INSUFFICIENT_FUNDS,HIGH,ESCALATE_TO_HUMAN,1
9788.08,2,NETWORK_ERROR,MEDIUM,SEND_REMINDER,1
6652.46,1,INSUFFICIENT_FUNDS,CRITICAL,WAIT_AND_RETRY,1
12909.78,5,DECLINED,MEDIUM,STOP,0
16461.14,3,NETWORK_ERROR,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
10794.16,1,NETWORK_ERROR,HIGH,WAIT_AND_RETRY,1
9719.61,1,NETWORK_ERROR,MEDIUM,SEND_REMINDER,0
15886.25,1,TIMEOUT,CRITICAL,STOP,0
2365.23,4,UNKNOWN,LOW,WAIT_AND_RETRY,0
8814.42,4,UNKNOWN,CRITICAL,STOP,0
17661.35,2,INSUFFICIENT_FUNDS,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
5909.26,4,DECLINED,HIGH,WAIT_AND_RETRY,0
19794.55,4,DECLINED,HIGH,WAIT_AND_RETRY,1
4436.79,2,UNKNOWN,HIGH,ESCALATE_TO_HUMAN,1
10022.32,2,NETWORK_ERROR,HIGH,STOP,0
7384.42,2,UNKNOWN,MEDIUM,ESCALATE_TO_HUMAN,1
10229.97,5,TIMEOUT,LOW,SEND_REMINDER,0
1865.69,5,INSUFFICIENT_FUNDS,HIGH,SEND_REMINDER,0
4612.7,2,INSUFFICIENT_FUNDS,LOW,ESCALATE_TO_HUMAN,0
14754.12,1,UNKNOWN,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
11703.25,4,NETWORK_ERROR,CRITICAL,SEND_REMINDER,1
15914.71,4,INSUFFICIENT_FUNDS,CRITICAL,SEND_REMINDER,0
6973.0,5,INSUFFICIENT_FUNDS,HIGH,WAIT_AND_RETRY,0
9792.42,5,NETWORK_ERROR,CRITICAL,WAIT_AND_RETRY,1
6799.74,2,TIMEOUT,LOW,STOP,0
8149.34,5,NETWORK_ERROR,HIGH,WAIT_AND_RETRY,1
15287.84,3,DECLINED,CRITICAL,WAIT_AND_RETRY,0
5177.4,5,TIMEOUT,CRITICAL,ESCALATE_TO_HUMAN,1
14745.29,2,UNKNOWN,MEDIUM,STOP,0
13322.31,2,TIMEOUT,LOW,SEND_REMINDER,1
17069.55,3,NETWORK_ERROR,CRITICAL,SEND_REMINDER,1
17824.76,4,DECLINED,CRITICAL,ESCALATE_TO_HUMAN,0
14950.47,4,DECLINED,CRITICAL,WAIT_AND_RETRY,1
19947.9,4,TIMEOUT,HIGH,SEND_REMINDER,0
18442.22,2,TIMEOUT,MEDIUM,SEND_REMINDER,1
11808.82,1,NETWORK_ERROR,MEDIUM,ESCALATE_TO_HUMAN,0
11119.16,4,DECLINED,HIGH,STOP,0
1966.37,4,UNKNOWN,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
6158.14,4,NETWORK_ERROR,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
3367.67,2,INSUFFICIENT_FUNDS,LOW,ESCALATE_TO_HUMAN,1
7969.51,3,DECLINED,HIGH,SEND_REMINDER,0
7600.19,1,NETWORK_ERROR,CRITICAL,SEND_REMINDER,1
2651.99,2,NETWORK_ERROR,HIGH,ESCALATE_TO_HUMAN,0
12710.74,3,UNKNOWN,MEDIUM,SEND_REMINDER,0
8829.57,3,NETWORK_ERROR,HIGH,STOP,1
4405.0,5,INSUFFICIENT_FUNDS,LOW,SEND_REMINDER,0
6757.0,1,TIMEOUT,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
5190.78,5,DECLINED,CRITICAL,SEND_REMINDER,0
18221.04,2,UNKNOWN,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
4899.89,2,NETWORK_ERROR,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
14651.18,1,INSUFFICIENT_FUNDS,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
4039.66,3,NETWORK_ERROR,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
11808.37,5,UNKNOWN,CRITICAL,STOP,0
4351.76,2,NETWORK_ERROR,HIGH,WAIT_AND_RETRY,1
5779.76,4,DECLINED,CRITICAL,ESCALATE_TO_HUMAN,0
3966.95,5,INSUFFICIENT_FUNDS,LOW,WAIT_AND_RETRY,1
13964.53,4,TIMEOUT,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
1777.72,1,NETWORK_ERROR,HIGH,SEND_REMINDER,1
10743.73,2,NETWORK_ERROR,LOW,ESCALATE_TO_HUMAN,0
1644.56,4,NETWORK_ERROR,LOW,STOP,0
12654.15,3,DECLINED,HIGH,SEND_REMINDER,0
9137.42,1,DECLINED,LOW,SEND_REMINDER,0
16457.17,2,TIMEOUT,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
3666.2,2,NETWORK_ERROR,CRITICAL,WAIT_AND_RETRY,1
3985.23,2,UNKNOWN,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
13858.51,3,NETWORK_ERROR,HIGH,SEND_REMINDER,1
14843.92,1,INSUFFICIENT_FUNDS,MEDIUM,WAIT_AND_RETRY,1
9659.95,1,INSUFFICIENT_FUNDS,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
11817.59,2,NETWORK_ERROR,LOW,ESCALATE_TO_HUMAN,1
5071.99,5,TIMEOUT,MEDIUM,SEND_REMINDER,0
5629.72,1,INSUFFICIENT_FUNDS,MEDIUM,STOP,1
13330.3,1,INSUFFICIENT_FUNDS,CRITICAL,SEND_REMINDER,0
2002.56,5,NETWORK_ERROR,LOW,WAIT_AND_RETRY,0
5194.92,3,TIMEOUT,MEDIUM,STOP,1
4633.72,2,INSUFFICIENT_FUNDS,MEDIUM,STOP,0
19459.86,2,TIMEOUT,MEDIUM,STOP,1
16664.84,4,INSUFFICIENT_FUNDS,HIGH,SEND_REMINDER,1
3794.84,4,INSUFFICIENT_FUNDS,HIGH,STOP,0
15881.72,2,INSUFFICIENT_FUNDS,CRITICAL,ESCALATE_TO_HUMAN,1
3559.97,1,UNKNOWN,HIGH,SEND_REMINDER,1
9130.96,4,TIMEOUT,HIGH,STOP,0
12539.22,2,UNKNOWN,CRITICAL,SEND_REMINDER,1
16713.3,1,INSUFFICIENT_FUNDS,MEDIUM,ESCALATE_TO_HUMAN,0
8145.26,3,UNKNOWN,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
17954.79,2,INSUFFICIENT_FUNDS,MEDIUM,STOP,1
18330.84,4,INSUFFICIENT_FUNDS,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
19853.12,2,TIMEOUT,CRITICAL,STOP,0
3269.15,4,INSUFFICIENT_FUNDS,CRITICAL,ESCALATE_TO_HUMAN,0
13371.77,3,TIMEOUT,CRITICAL,SEND_REMINDER,0
17625.85,5,UNKNOWN,HIGH,SEND_REMINDER,0
4130.7,4,DECLINED,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
9548.94,2,DECLINED,CRITICAL,SEND_REMINDER,0
10986.34,2,INSUFFICIENT_FUNDS,HIGH,SEND_REMINDER,0
5803.72,5,INSUFFICIENT_FUNDS,CRITICAL,SEND_REMINDER,0
620.07,1,DECLINED,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
11845.73,2,UNKNOWN,LOW,ESCALATE_TO_HUMAN,1
17222.84,5,NETWORK_ERROR,LOW,ESCALATE_TO_HUMAN,0
10353.85,2,DECLINED,LOW,WAIT_AND_RETRY,1
9992.35,2,DECLINED,MEDIUM,ESCALATE_TO_HUMAN,1
13853.55,1,NETWORK_ERROR,HIGH,STOP,0
16308.91,5,NETWORK_ERROR,MEDIUM,ESCALATE_TO_HUMAN,0
11519.43,1,TIMEOUT,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
4009.54,3,DECLINED,CRITICAL,SEND_REMINDER,0
5631.63,2,UNKNOWN,MEDIUM,ESCALATE_TO_HUMAN,0
6001.1,4,TIMEOUT,MEDIUM,STOP,1
2860.02,5,UNKNOWN,HIGH,WAIT_AND_RETRY,1
16431.12,3,UNKNOWN,LOW,WAIT_AND_RETRY,1
8330.87,4,INSUFFICIENT_FUNDS,CRITICAL,WAIT_AND_RETRY,0
9084.81,1,DECLINED,MEDIUM,SEND_REMINDER,1
12041.64,1,NETWORK_ERROR,CRITICAL,WAIT_AND_RETRY,1
15726.82,5,NETWORK_ERROR,LOW,ESCALATE_TO_HUMAN,0
5013.28,5,INSUFFICIENT_FUNDS,LOW,WAIT_AND_RETRY,1
4709.31,3,TIMEOUT,CRITICAL,ESCALATE_TO_HUMAN,0
13170.15,2,INSUFFICIENT_FUNDS,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
11310.7,3,NETWORK_ERROR,LOW,WAIT_AND_RETRY,0
9923.11,2,NETWORK_ERROR,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
1913.7,4,NETWORK_ERROR,HIGH,STOP,0
11847.27,1,NETWORK_ERROR,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
18461.75,1,TIMEOUT,CRITICAL,ESCALATE_TO_HUMAN,0
8143.55,5,NETWORK_ERROR,LOW,STOP,0
5004.31,2,NETWORK_ERROR,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
14880.09,3,INSUFFICIENT_FUNDS,HIGH,SEND_REMINDER,0
4269.64,2,NETWORK_ERROR,CRITICAL,WAIT_AND_RETRY,1
11352.94,1,DECLINED,LOW,SEND_REMINDER,0
7704.94,1,INSUFFICIENT_FUNDS,CRITICAL,WAIT_AND_RETRY,0
17686.82,4,NETWORK_ERROR,MEDIUM,SEND_REMINDER,0
2045.45,3,NETWORK_ERROR,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
13413.24,1,TIMEOUT,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
2737.15,5,DECLINED,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
9743.12,1,UNKNOWN,MEDIUM,ESCALATE_TO_HUMAN,1
10250.52,4,DECLINED,HIGH,ESCALATE_TO_HUMAN,0
1527.78,5,NETWORK_ERROR,LOW,ESCALATE_TO_HUMAN,1
19415.45,4,NETWORK_ERROR,HIGH,SEND_REMINDER,1
3119.86,3,INSUFFICIENT_FUNDS,LOW,WAIT_AND_RETRY,0
1739.78,3,TIMEOUT,HIGH,WAIT_AND_RETRY,1
13302.84,2,DECLINED,LOW,ESCALATE_TO_HUMAN,0
16301.56,3,TIMEOUT,HIGH,SEND_REMINDER,0
9987.28,3,NETWORK_ERROR,LOW,SEND_REMINDER,1
5731.61,1,DECLINED,HIGH,STOP,0
18205.46,4,DECLINED,HIGH,STOP,0
18997.8,2,NETWORK_ERROR,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
19809.14,3,DECLINED,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
18348.59,2,INSUFFICIENT_FUNDS,HIGH,STOP,0
2998.33,2,DECLINED,LOW,ESCALATE_TO_HUMAN,1
8143.73,3,DECLINED,HIGH,WAIT_AND_RETRY,1
17491.9,4,NETWORK_ERROR,LOW,WAIT_AND_RETRY,1
19978.81,3,NETWORK_ERROR,MEDIUM,WAIT_AND_RETRY,0
7623.65,4,TIMEOUT,HIGH,WAIT_AND_RETRY,0
10287.83,1,NETWORK_ERROR,LOW,ESCALATE_TO_HUMAN,1
12030.15,3,NETWORK_ERROR,CRITICAL,SEND_REMINDER,1
253.38,4,TIMEOUT,MEDIUM,STOP,0
2522.12,2,TIMEOUT,MEDIUM,SEND_REMINDER,1
3701.53,5,TIMEOUT,HIGH,WAIT_AND_RETRY,1
9473.74,2,UNKNOWN,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
11862.0,3,NETWORK_ERROR,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
14553.17,5,INSUFFICIENT_FUNDS,CRITICAL,STOP,0
4640.64,1,NETWORK_ERROR,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
16538.25,3,TIMEOUT,HIGH,ESCALATE_TO_HUMAN,0
3378.17,5,UNKNOWN,MEDIUM,WAIT_AND_RETRY,0
8789.95,1,INSUFFICIENT_FUNDS,CRITICAL,STOP,0
12016.02,4,UNKNOWN,MEDIUM,WAIT_AND_RETRY,1
10854.94,1,NETWORK_ERROR,HIGH,WAIT_AND_RETRY,1
18209.67,3,TIMEOUT,HIGH,WAIT_AND_RETRY,1
17444.58,2,UNKNOWN,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
11157.84,4,INSUFFICIENT_FUNDS,MEDIUM,STOP,1
1791.55,5,UNKNOWN,MEDIUM,WAIT_AND_RETRY,0
15144.57,4,UNKNOWN,LOW,SEND_REMINDER,0
11745.14,1,TIMEOUT,LOW,SEND_REMINDER,0
12449.25,4,INSUFFICIENT_FUNDS,MEDIUM,ESCALATE_TO_HUMAN,0
373.44,3,UNKNOWN,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
15706.53,5,UNKNOWN,HIGH,WAIT_AND_RETRY,0
5637.32,5,NETWORK_ERROR,CRITICAL,STOP,0
11372.13,1,INSUFFICIENT_FUNDS,HIGH,SEND_REMINDER,1
16039.95,4,NETWORK_ERROR,CRITICAL,WAIT_AND_RETRY,0
7831.3,4,DECLINED,MEDIUM,SEND_REMINDER,0
5540.03,4,NETWORK_ERROR,LOW,ESCALATE_TO_HUMAN,1
8938.77,1,TIMEOUT,CRITICAL,STOP,1
11796.14,5,NETWORK_ERROR,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
507.86,3,TIMEOUT,CRITICAL,ESCALATE_TO_HUMAN,1
3298.51,5,DECLINED,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
15500.05,4,TIMEOUT,HIGH,WAIT_AND_RETRY,0
13538.71,2,TIMEOUT,HIGH,SEND_REMINDER,1
10294.45,1,INSUFFICIENT_FUNDS,LOW,ESCALATE_TO_HUMAN,0
6225.5,3,INSUFFICIENT_FUNDS,MEDIUM,ESCALATE_TO_HUMAN,0
6619.8,3,INSUFFICIENT_FUNDS,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
11740.69,1,DECLINED,MEDIUM,ESCALATE_TO_HUMAN,0
7638.59,2,INSUFFICIENT_FUNDS,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
4859.32,2,TIMEOUT,MEDIUM,STOP,0
13545.56,3,INSUFFICIENT_FUNDS,MEDIUM,SEND_REMINDER,0
6510.95,5,TIMEOUT,CRITICAL,SEND_REMINDER,1
503.09,2,UNKNOWN,CRITICAL,ESCALATE_TO_HUMAN,1
17646.75,5,UNKNOWN,LOW,ESCALATE_TO_HUMAN,0
9758.92,2,UNKNOWN,MEDIUM,SEND_REMINDER,1
1831.56,4,UNKNOWN,MEDIUM,WAIT_AND_RETRY,0
4890.68,2,DECLINED,CRITICAL,STOP,0
17182.91,1,DECLINED,MEDIUM,SEND_REMINDER,0
15055.33,2,NETWORK_ERROR,MEDIUM,STOP,1
998.64,5,INSUFFICIENT_FUNDS,LOW,SEND_REMINDER,1
8417.94,5,NETWORK_ERROR,LOW,STOP,0
4946.02,3,UNKNOWN,MEDIUM,ESCALATE_TO_HUMAN,0
1786.58,1,NETWORK_ERROR,LOW,WAIT_AND_RETRY,1
11677.17,3,DECLINED,LOW,ESCALATE_TO_HUMAN,1
16849.56,4,INSUFFICIENT_FUNDS,CRITICAL,WAIT_AND_RETRY,0
7432.48,5,INSUFFICIENT_FUNDS,LOW,ESCALATE_TO_HUMAN,0
12470.82,2,TIMEOUT,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
6948.16,2,TIMEOUT,MEDIUM,WAIT_AND_RETRY,0
13052.7,4,DECLINED,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
5863.54,3,TIMEOUT,CRITICAL,WAIT_AND_RETRY,1
2453.57,3,INSUFFICIENT_FUNDS,MEDIUM,STOP,0
2177.76,1,DECLINED,CRITICAL,ESCALATE_TO_HUMAN,0
14258.82,3,NETWORK_ERROR,HIGH,SEND_REMINDER,1
12997.24,4,NETWORK_ERROR,MEDIUM,WAIT_AND_RETRY,0
3286.41,1,INSUFFICIENT_FUNDS,CRITICAL,STOP,1
13277.4,5,NETWORK_ERROR,MEDIUM,SEND_REMINDER,1
13535.93,4,DECLINED,CRITICAL,WAIT_AND_RETRY,0
16535.52,4,TIMEOUT,HIGH,SEND_REMINDER,1
4048.61,4,NETWORK_ERROR,HIGH,STOP,1
17393.19,4,UNKNOWN,HIGH,STOP,0
4491.34,4,NETWORK_ERROR,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
12164.85,2,NETWORK_ERROR,LOW,WAIT_AND_RETRY,0
